一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
烊光。;4“人间山高水远心中有玫瑰心中有桔梗爱不会被尘封我对你永远热恋”;0.9972346430820287
烊光。;6不是有了同行者才上路，而是上路了才有同行者，要先上路。;-0.8186098749036497
烊光。;03.也许你感觉自己与周遭格格不入，但正是那些你一个人度过的时光，让你变得越来越有意思，等有天别人终于注意到你的时候，他们就会发现一个比他们想象中更酷的人。;0.9999586420770255
烊光。;萧萧凉意，暖暖盛会，温柔内秀，眸光坚毅，彰显非凡时尚态度。2;0.9988939372492254
-------;--------;--------;0.6596386636349606
srds，酒店名字要不要打个码🙈;回复@乌金砚的喵喵酱:嗷嗷，那就好，我看到那个以为是酒店名字[允悲][允悲];0.9978304337646997
srds，酒店名字要不要打个码🙈;那个不是酒店名字[嘻嘻];0.7155263296677687
-------;--------;--------;0.8566783817162342
希望我们的宝贝尽快平安回家[心][心];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
太暖心了;[给你小心心];-0.019221252595677862
-------;--------;--------;-0.019221252595677862
转发微博;[握手];0.655267418904002
-------;--------;--------;0.655267418904002
[good][good][good];[作揖];-0.23502059193378622
-------;--------;--------;-0.23502059193378622
[心];[微风];0.11799935231366776
-------;--------;--------;0.11799935231366776
[赞][心][赞];回复@中原-老张:[亲亲][亲亲][亲亲]早安我的宝宝;0.47514675585317256
[赞][心][赞];[心];0.5297450424929182
-------;--------;--------;0.5024458991730454
感人;[作揖];-0.23502059193378622
-------;--------;--------;-0.23502059193378622
愿每个家庭都能早日团聚;[康乃馨];-0.17630929281334984
-------;--------;--------;-0.17630929281334984
[赞][赞][赞];[中国赞];0.9308063277179861
-------;--------;--------;0.9308063277179861
晚上好;[月亮];0.6000000000000001
-------;--------;--------;0.6000000000000001
晚上好啊[月亮代表我的心];[月亮][月亮];0.8568220663636918
-------;--------;--------;0.8568220663636918
感人;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
[心][心][心];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
[拳头];[握手];0.655267418904002
-------;--------;--------;0.655267418904002
晚上好[心];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
[赞][赞][赞];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
[鲜花][鲜花][鲜花];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
晚上好;[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
[ok][ok][ok];[微风];0.11799935231366776
-------;--------;--------;0.11799935231366776
晚上好[鲜花][心][鲜花];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
结局还是好的，团圆就是幸福[打call];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
[心];[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
[心][心][心];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
感人;[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
太棒了;[赞];0.8357487922705313
-------;--------;--------;0.8357487922705313
好暖心啊[心]希望天下的家人们都能阖家团圆[心][哇];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
为公安点赞（｡ò∀ó｡）;[握手];0.655267418904002
-------;--------;--------;0.655267418904002
宝贝回家;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
终于团聚了，给扶沟公安点赞;[赞];0.8357487922705313
-------;--------;--------;0.8357487922705313
也是幸运的，终将是团聚了呀。;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
真的是满满的感动，让人泪目;[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
让孩子回家;[作揖];-0.23502059193378622
-------;--------;--------;-0.23502059193378622
晚安;[月亮];0.6000000000000001
-------;--------;--------;0.6000000000000001
快乐是心的愉悦;[微风];0.11799935231366776
-------;--------;--------;0.11799935231366776
幸福是心的满足;[赞];0.8357487922705313
-------;--------;--------;0.8357487922705313
不和别人比较;[作揖];-0.23502059193378622
-------;--------;--------;-0.23502059193378622
不和自己计较;[握手];0.655267418904002
-------;--------;--------;0.655267418904002
人生不是一场物质的盛宴;[作揖];-0.23502059193378622
-------;--------;--------;-0.23502059193378622
而是一次灵魂的修炼;[握手];0.655267418904002
-------;--------;--------;0.655267418904002
真的是满满的感动，终于回家了;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
终于内幕了呀，我感觉好团圆就好[打call];[鲜花];0.33333333333333415
-------;--------;--------;0.33333333333333415
这一幕场景真的好让人泪目呀;[心];0.5297450424929182
-------;--------;--------;0.5297450424929182
[泪][泪]感动;[作揖];-0.23502059193378622
-------;--------;--------;-0.23502059193378622
致敬;[握手];0.655267418904002
-------;--------;--------;0.655267418904002
想去丽江，哪里可以看到这样的美景;回复@雨中梅儿香:谢谢，照片很美，看的我更向往了;0.9979455708189064
想去丽江，哪里可以看到这样的美景;回复@月半草明:我在古城逛了3小时，然后去了拉市海，感觉还可以。走214国道往香格里拉方向走吧！那边漂亮！玉龙雪山也在那边呢！;0.9098958753006683
想去丽江，哪里可以看到这样的美景;回复@雨中梅儿香:[打call]，丽江有推荐的地方玩耍呀，看完攻略感觉坑好多，求指点;0.1372054146123045
想去丽江，哪里可以看到这样的美景;大理到丽江的路上就可以看到;-0.9678318211241963
-------;--------;--------;0.26930375990192074
你们这些追捧晴雯的人，都是在叶公好龙而已。你的下属像晴雯那样怼你的时候，你的上级像晴雯那样骂你的时候，你家的佣人留着葱管般的指甲、坐在熏笼上不动的时候，希望你们还能这么喜欢……;[允悲];0.9459634540755057
-------;--------;--------;0.9459634540755057
#刘亦菲许红豆#✿✿ヽ(°▽°)ノ✿#刘亦菲去有风的地方#壮士的前途不在昨夜，在明晨，西奔是徒劳，奔回东方吧，追不上了，就撞上！——余光中《夸父》@刘亦菲;#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆|;1.0
-------;--------;--------;1.0
刘亦菲去有风的地方lyf刘亦菲许红豆[亲亲]刘亦菲去有风的地方lyf刘亦菲许红豆[亲亲]刘亦菲去有风的地方lyf刘亦菲许红豆[亲亲]刘亦菲去有风的地方lyf刘亦菲许红豆[亲亲]刘亦菲去有风的地方lyf刘亦菲许红豆[亲亲]刘亦菲去有风的地方lyf刘亦菲许红豆[亲亲]刘亦菲去有风的地方lyf刘亦菲许红豆;#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆。;1.0
-------;--------;--------;1.0
好美呀[爱你][爱你][彩虹屁][彩虹屁]存图http://t.cn/A69vnUGk;[doge]喜欢直接拿，自己人;0.42908353137287136
-------;--------;--------;0.42908353137287136
刘亦菲去有风的地方(♡⌂♡)刘亦菲许红豆@刘亦菲🌄🌄刘亦菲去有风的地方╬╬刘亦菲许红豆@刘亦菲🐰🐰刘亦菲去有风的地方(✧∇✧)刘亦菲许红豆@刘亦菲🐳🐳刘亦菲去有风的地方╬╬刘亦菲许红豆@刘亦菲⛲⛲;#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆;1.0
-------;--------;--------;1.0
刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😎ᩤᩤ;#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆#刘亦菲许红豆#刘亦菲许红豆#刘亦菲去有风的地方#刘亦菲许红豆，;1.0
-------;--------;--------;1.0
升级了以后，不能分享得奖励了？无法填写邀请码[苦涩];回复@榆林小凡:邀请获得会员时长上限为365天哦~;-0.8709029982236403
升级了以后，不能分享得奖励了？无法填写邀请码[苦涩];回复@彩云天气:我已经成功邀请5人了，然后在不行了[汗];-0.9286817977892114
升级了以后，不能分享得奖励了？无法填写邀请码[苦涩];邀请码只能填写一次哦～;-0.6976131007882966
-------;--------;--------;-0.8323992989337161
阴历年写错了[哆啦A梦吃惊];可以详细描述一下您遇到的问题吗？方便的话也可以发一下截图;-0.0012829350757743718
-------;--------;--------;-0.0012829350757743718
请问现在还有会员活动吗？;感谢您对彩云天气的关注，活动目前已经结束了，可以持续关注彩云后续的活动，不定期都会有活动上线哦～;0.8081840694781788
-------;--------;--------;0.8081840694781788
我的抱枕呢;回复@彩云天气:没有;-0.49637605101626736
我的抱枕呢;很早就都已经发出了哦~;0.005245515270760892
-------;--------;--------;-0.24556526787275323
你好[泪]为啥设置不了语音提醒？？？;很抱歉给您带来的困扰，您方便的话可以私信小彩云您的机型、品牌设备、系统信息以及登录手机号，这边反馈开发查一下;0.2331892768198025
-------;--------;--------;0.2331892768198025
星期和日期都是错的;很抱歉给您带来的困扰，目前数据校正了吗？;0.07619334376653075
星期和日期都是错的;图片评论http://t.cn/A69TjDJK;-0.15786672486692166
-------;--------;--------;-0.040836690550195454
看一下私信好吗哥，用了快2年了一直觉得很好用，最近几个版本更新越来越难用了，还不如手机自带的。;回复@彩云天气:你们没有回我啊？;-0.6822635001803994
看一下私信好吗哥，用了快2年了一直觉得很好用，最近几个版本更新越来越难用了，还不如手机自带的。;可以关注一下您的私信哦;0.9663457341567978
-------;--------;--------;0.1420411169881992
你好，我有个问题想反馈但是发了邮件隔了很久还是没见修复。无法设置我的位置天气提醒，降雨提醒语音怎么设置都是提示设置失败;我也是，14pro机型，已经换回自带的天气了，这么长时间这么一个小bug都修不好，真服了。非pro版本近期更新过一回不知道修复这个问题没，反正iOSpro版本很久都没修好……;-0.9999617875821767
你好，我有个问题想反馈但是发了邮件隔了很久还是没见修复。无法设置我的位置天气提醒，降雨提醒语音怎么设置都是提示设置失败;可以私信小彩云您的设备信息，这边帮您看一下;0.8610430503298625
-------;--------;--------;-0.06945936862615709
6.11的问题还没修复吗？已经最新款，还是提示更新，还关不掉提示;您是通过什么应用商店下载更新的呢？可以私信彩云，这边帮您查一下;0.587762227972308
-------;--------;--------;0.587762227972308
我的评价是不如🍑宝九块九一年[太开心];回复@萬裡長城長:可能涨价了吧之前都是9.9两三年;0.4866489160625225
我的评价是不如🍑宝九块九一年[太开心];我咋没找到9.9一年的[吃惊];0.09112022108139706
我的评价是不如🍑宝九块九一年[太开心];回复@HongKongWanO:小彩云表示好难[苦涩];0.04395183436330341
我的评价是不如🍑宝九块九一年[太开心];回复@彩云天气:一年前就反映了，现在还有怕是内部人员开的[doge];-0.795978577244397
我的评价是不如🍑宝九块九一年[太开心];[泪]杜绝假冒伪劣;-0.5103278215881548
-------;--------;--------;-0.13691708546506579
从来没用过这么好用的软件呢http://t.cn/A69Z4Nwc;可以关注一下您的私信;0.9663457341567978
从来没用过这么好用的软件呢http://t.cn/A69Z4Nwc;哈哈哈哈，我刚刚找了一圈，找不到他们客服，全世界软件都显示在下雨，彩云居然还跟我说晴空万里[允悲];-0.7880200271788862
-------;--------;--------;0.0891628534889558
#吴谨言coach品牌代言人#wjy#吴谨言smart品牌挚友#;🌈会陷入温柔暮色里会陷入你@吴谨言;0.9997796687956486
-------;--------;--------;0.9997796687956486
傣迪，#亚洲舞王张栋梁;reaction康米桑哈密哒;-0.1444546637325097
-------;--------;--------;-0.1444546637325097
能出去玩就很美好;就是就是;0.052465563615616606
-------;--------;--------;0.052465563615616606
[哈哈][哈哈];[good][good][good];0.0
-------;--------;--------;0.0
天天美好[666][666];[心][心][心];0.9153097204935656
-------;--------;--------;0.9153097204935656
晚上好;欢迎欢迎;0.052465563615616606
-------;--------;--------;0.052465563615616606
带上我;走起;0.16525934861278646
-------;--------;--------;0.16525934861278646
独一无二的奶盐;你赠我星辰大海，我伴你谨色年华@吴谨言;0.9856978754152825
-------;--------;--------;0.9856978754152825
“茫茫人海中的那一眼便是救赎.”𝓣𝓱𝓮𝓰𝓵𝓲𝓶𝓹𝓼𝓮𝓲𝓷𝓽𝓱𝓮𝓫𝓸𝓾𝓷𝓭𝓵𝓮𝓼𝓼𝓼𝓮𝓪𝓸𝓯𝓹𝓮𝓸𝓹𝓵𝓮𝓲𝓼;你的链接被吞了，再发我;-0.9549904976285652
-------;--------;--------;-0.9549904976285652
▸/忙碌的生活中寻找乐趣▸/每天都能见到想见的人@吴谨言;星河滚烫，你是人间理想。@吴谨言;0.3251915185469896
-------;--------;--------;0.3251915185469896
我们Mike呢;忘记了，不好意思[委屈];0.3410789137891883
-------;--------;--------;0.3410789137891883
有没有原图[哇];发你;-0.348511383537653
-------;--------;--------;-0.348511383537653
我爱你，希望有天这三个字可以倒着说@吴谨言;今天是九宫格装不下的好看呀•͈˽•͈@吴谨言;0.5937842603231103
-------;--------;--------;0.5937842603231103
满世界都是更好的人而我只爱上了你@吴谨言;^_^;0.6842105263157898
-------;--------;--------;0.6842105263157898
“今日宜看海拥抱与你相见”@吴谨言;ᥫᩣ𝙡̶̶̶𝙤̶̶̶𝙫̶̶̶𝙚̶̶̶@吴谨言;0.6850175984722737
-------;--------;--------;0.6850175984722737
恋爱使人年轻🥰🥰🥰;哇~你说的对~她两现在的状态就回到了曾经“幼稚”的时候[嘻嘻];0.7079547685440108
-------;--------;--------;0.7079547685440108
给你点个赞[抱一抱][抱一抱][抱一抱];那我也给你点一个~🥰;-0.5681681338297242
-------;--------;--------;-0.5681681338297242
勇气是人类的赞歌[打call][打call][打call];👏👏👏街坊可以提笔开干了;-0.29383988011203765
-------;--------;--------;-0.29383988011203765
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@浮沉言语间:[污][污][污]暂时没有结婚的打算，多多少少也是因为娇…无论怎么样，可以看到她们合体营业就好…;-0.9957534588481267
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@小韩家啊:没事，之前大家都担心她结婚，她直接来个暂时没有结婚计划[打call]我还能嗑http://t.cn/A69hyFXy;-0.4861948606649309
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@浮沉言语间:[偷笑]偶尔理智下而已…;-0.0391684188403163
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@小韩家啊:我接受所有结局，她们决定就好，反正她们会一直在一起，无论用什么方式[笑哈哈]and这是cp超，提npy请移步团超;0.9627881322932899
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];[笑cry]她们中间隔了个石，石对sa很好，所以也很难跨过去那一步的…[允悲]只要看她们合体营业就好了…;0.9952525798248195
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@kisum230:可以参考下这个视频http://t.cn/A6S6r9rJ还有因朋里问到打给谁的问题，她不自信的点倒也没必要和男人扯上，只是因为娇的生长经历导致的安全感问题，她无法确定娇在一些问题和事情中无条件选她（当然也是以前）毕竟娇还是挺理智的，在一些问题面前;0.9999994595205761
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];sa不自信的原因是什么？是追娇的男的，优秀的太多，觉得比不上，而且娇那么想要小孩，自己给不了，所以不自信[费解];0.9828106911622976
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@感恩16896:我们娇娇不止有好看的皮囊，还有有趣的灵魂呢[666];0.9995683085460798
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@浮沉言语间:那么飘蔡总还喜欢，真是颜惹得祸[允悲][允悲];0.9998512762934444
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@隰有荷华_阿萱:这个是真的，她对自己在娇心里处于什么位置不够自信（毕竟娇妻的思绪太飘了[笑哈哈]）;0.9998738654055082
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@安宝眼里有星辰:是橘子洲头拍的那个，世界上另一个我的那个嘛？;0.9991801302769874
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@隰有荷华_阿萱:瑞丽的;0.9514526948089947
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@安宝眼里有星辰:这是什么时候的采访，居然没见过！;0.7918751792713228
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@隰有荷华_阿萱:不是造谣啊，蔡少自己说的之前状态不好，现在好很多，因为又和阿娇走在一起了[doge][doge]http://t.cn/A69vOujT;0.3612724711336299
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];（造谣）因朋第一期xtf说感觉小蔡总变了，更自信了，有可能是那段时间她感受到了娇仔对她的依赖呀，她自己在娇仔内心的地位呀等等一系列的东西，所以更自信了（只是造谣没有依据）;0.999999971127437
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];[偷笑]说的对只要娇够大胆什么都有(我觉得娇说没有就没有了意思是我不管反正试了再说);0.9008985502584639
-------;--------;--------;0.6514816607230923
为什么只有华为手机发不出这个表情[doge][doge];回复@丿栗山小未来:哦哦[doge];0.7405526911852558
为什么只有华为手机发不出这个表情[doge][doge];华为手机可以下载一个讯飞输入法，里面有这个表情🥰🥰;0.4414651825091003
为什么只有华为手机发不出这个表情[doge][doge];🥰🥰打不出来我只能复制[泪][泪][泪];0.9951883047068668
为什么只有华为手机发不出这个表情[doge][doge];回复@日尧雨路Pricer:打不出来;0.13834053877634056
为什么只有华为手机发不出这个表情[doge][doge];回复@日尧雨路Pricer:打不出来[doge][doge];0.08650282253723884
为什么只有华为手机发不出这个表情[doge][doge];你打个喜欢你看看🥰;0.30709446526220296
-------;--------;--------;0.4515240008295008
别人家粉丝都是各种挖cp柜门。sa娇家的粉丝还要负责堵柜门[doge][doge][doge][doge]。这玩意儿还讲理不讲理[doge];回复@日尧雨路Pricer:永远有饭吃[干饭人][干饭人][干饭人][干饭人];-0.9136096349938925
别人家粉丝都是各种挖cp柜门。sa娇家的粉丝还要负责堵柜门[doge][doge][doge][doge]。这玩意儿还讲理不讲理[doge];谁让正主比粉丝还能造[跪了];0.6659117553733356
-------;--------;--------;-0.12384893981027845
[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕]要不是百度可查两人年龄，我实在觉得这是小年轻谈恋爱的把戏;回复@日尧雨路Pricer:最多三岁不能再多了[doge];0.08608321962851373
[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕]要不是百度可查两人年龄，我实在觉得这是小年轻谈恋爱的把戏;那可不两位还是宝宝🥰🥰🥰;0.09470159720541282
-------;--------;--------;0.09039240841696328
被偏爱的有恃无恐[doge][doge][doge];一语中的[嘻嘻];0.9394176009165089
-------;--------;--------;0.9394176009165089
打好掩护[允悲][允悲][允悲];锅盖顶好[doge]Uknow？;0.2573510064112188
-------;--------;--------;0.2573510064112188
我发现很多老粉都把希望寄托在娇大胆身上哈哈哈哈哈哈哈哈哈，蔡鹌鹑：做咩啫[怒骂][怒骂][怒骂][怒骂][怒骂];娇姐还是勇的，从蔡鹌鹑不确定会不会选择她到浪姐正宫的气场，娇姐给足了安全感，因朋那会是关键点;0.9950015174748836
我发现很多老粉都把希望寄托在娇大胆身上哈哈哈哈哈哈哈哈哈，蔡鹌鹑：做咩啫[怒骂][怒骂][怒骂][怒骂][怒骂];小趴菜指望不上，只能被娇姐拿捏[doge];-0.921657284346922
我发现很多老粉都把希望寄托在娇大胆身上哈哈哈哈哈哈哈哈哈，蔡鹌鹑：做咩啫[怒骂][怒骂][怒骂][怒骂][怒骂];蔡鹌鹑不如直球娇姐来的爽快[馋嘴][doge];0.8904986394443084
-------;--------;--------;0.32128095752409
刘亦菲，你好，你找我吗？我正在赶来有风小院，你可以让许红豆给我买薯片吗？我要西红柿味的！～;刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😎ᩤᩤ;1.0
-------;--------;--------;1.0
刘亦菲许红豆～～你的小可爱我正在赶来的路上，请在有风小院准备好零食饮料耐心等待哦~;刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😜ᩤᩤ;1.0
-------;--------;--------;1.0
你有多久没去旅行了？🍃全实景拍摄，云南风光收进剧中，苍山洱海，大理古城，跟刘亦菲许红豆云游云南，慰藉都市焦虑的你;刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ👿ᩤᩤ;1.0
-------;--------;--------;1.0
逃离快节奏的都市生活💨许红豆去有风的地方治愈自我🍂:)一部田园治愈电视剧，相约彩云之南，与你一起享受大自然;刘亦菲去有风的地方ᥬᥬ🤧ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😷ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤧ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😷ᩤᩤ刘亦菲去有风的地方ᥬᥬ🌝ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤔ᩤᩤ刘亦菲去有风的地方ᥬᥬ🌝ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😉ᩤᩤ;1.0
-------;--------;--------;1.0
厌烦了坐在电脑前肩颈酸痛的都市生活💧城市的高楼大厦压得许红豆喘不过气🍂收拾行囊，去有风的地方🌬️一部田园治愈剧，一起逃离都市，拥抱生活🌈;刘亦菲去有风的地方ᥬᥬ😤ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ😤ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ🥸ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤔ᩤᩤ刘亦菲去有风的地方ᥬᥬ🥸ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😳ᩤᩤ;1.0
-------;--------;--------;1.0
hdr把我亮瞎了[微笑];14pm这么拽[吃惊];-0.7619749355451688
-------;--------;--------;-0.7619749355451688
哈哈哈哈哈哈雀实钟少[色]你赢了;我为钟少扛大旗！！！！！;-0.7788332525896315
-------;--------;--------;-0.7788332525896315
迷死我了[舔屏][舔屏][舔屏]但是这是蔡太;对，哪里钟少了？[允悲]明明就是傲娇蔡太;0.8614850185720835
迷死我了[舔屏][舔屏][舔屏]但是这是蔡太;不这是钟少！[doge];-0.4609929194387281
-------;--------;--------;0.2002460495666777
好帅啊好姐好有阅历的味道[悲伤]钟少我可以[舔屏][舔屏][舔屏];首先…我不是……其次我可以[舔屏][舔屏][舔屏][舔屏];-0.47998896747039543
-------;--------;--------;-0.47998896747039543
钟少，娶妻吗？[爱你];回复@别岚我sa娇:图片评论http://t.cn/A69PLbCc;0.6583180971959186
钟少，娶妻吗？[爱你];不好意思，妾，都要排队[哼];-0.26519781660145303
钟少，娶妻吗？[爱你];回复@chrry的春天0837:已有妻勿扰[doge];0.7252945916461795
钟少，娶妻吗？[爱你];有老婆了[doge];0.293438367029351
钟少，娶妻吗？[爱你];回复@别岚我sa娇:钟少可太帅了，钟少只要不站在蔡少边上，都帅的很。蔡少往身边一站，钟少秒变蔡太[doge];0.9791782919704226
钟少，娶妻吗？[爱你];钟少已经娶了钟太了[doge];-0.69073126288418
-------;--------;--------;0.28338337805937314
支持中信筒筒遍全世界;supermarketme[抱一抱];0.7067942117268924
-------;--------;--------;0.7067942117268924
娇的眼睛有点湿润了，可能想起了自己出道的一些事;有没有可能娇仔是困了哈哈哈哈[doge];0.9184294317758854
-------;--------;--------;0.9184294317758854
，23年，钟少会回来的[威武][威武][威武];钟少大旗不倒[抱一抱];0.5082936856451035
-------;--------;--------;0.5082936856451035
站一秒钟少[doge];高举钟少大旗[喵喵];0.1848760126714899
-------;--------;--------;0.1848760126714899
牛逼牛逼这眼神帅死谁;帅死我了[舔屏][舔屏][舔屏][舔屏];0.47073939478638005
-------;--------;--------;0.47073939478638005
站一秒钟少;你站住别跑了[喵喵];0.4314246070134169
-------;--------;--------;0.4314246070134169
这表情太美了;建议反复观看[抱一抱];0.8621131001582887
-------;--------;--------;0.8621131001582887
荧幕里角色百变，生活中坚定如初@吴谨言;你是一种感觉，写在夏夜晚风里面@吴谨言;0.9878741239734219
-------;--------;--------;0.9878741239734219
我喜欢吃巧克力，但是它好像没有你甜@吴谨言;回复@烟波里的棠__:[鲜花][鲜花];0.271906721830506
